	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	6.212959	MultiSuits	1.624846	4	1	6.212959	0	0	5	3	1	5	3	1	1	1	1	34	0.7838735	0	3.194681	189.0761	54	143.7633	49.3717
1	14.71813	MultiSuits	1.65266	4	1	8.505166	34	0	2	1	1	2	1	1	1	1	1	37	0.7663912	0	1.992093	189.0761	-71.99999	192.1561	-74.97142
2	21.30202	MultiSuits	1.953307	4	1	6.583894	35	0	0	3	1	0	3	1	1	1	1	38	0.6501729	0	1.291867	189.0761	-108	160.4919	-102.0235
3	27.64608	MultiSuits	2.170227	4	1	6.344059	36	0	5	3	1	5	3	1	1	1	1	38	0.5825406	0	1.458644	189.0761	-108	157.7324	-106.8922
4	33.27015	MultiSuits	2.257839	4	1	5.624071	36	0	0	3	1	0	3	1	1	1	1	38	0.5664309	0	1.027001	189.0761	-36	173.1738	-23.05983
5	39.55294	MultiSuits	2.353571	4	1	6.282795	37	0	7	1	1	7	1	1	1	1	1	37	0.5342963	0	1.969061	189.0761	-71.99999	198.1993	-70.58845
6	45.93769	MultiSuits	2.338888	4	1	6.384747	37	0	8	2	0	8	2	0	1	1	1	37	0.5467011	0	1.944432	189.0761	-180	161.2362	-176.4935
7	53.00677	MultiSuits	2.330159	4	1	7.069084	37	0	4	2	0	4	2	0	1	1	1	36	0.5501899	0	2.385615	189.0761	18	149.9957	7.329763
8	58.83047	MultiSuits	2.296038	4	1	5.823692	36	0	1	3	1	1	3	1	1	1	1	38	0.5467022	0	1.190183	189.0761	17.99999	150.0351	21.63202
