	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	4.107821	Basic	2.239705	5	1	4.107821	0	0	0	2	0	0	2	0	1	1	1	38	0.5670725	0	1.458398	189.0761	1.001791E-05	143.9368	3.607221
1	9.957045	Basic	2.520801	5	1	5.849224	38	0	2	2	0	2	2	0	1	1	1	37	0.4970762	0	1.681676	189.0761	-54.00001	182.1048	-59.50632
2	15.78625	Basic	2.464982	5	1	5.829204	37	0	4	1	1	4	1	1	1	1	1	37	0.5166328	0	1.623693	189.0761	108	173.1532	107.5355
3	22.82062	Basic	2.456039	5	1	7.034371	37	0.4475672	3	2	0	3	2	0	1	1	1	35	0.5745575	0	2.62851	189.0761	54	144.7187	50.49521
4	29.39493	Basic	2.325965	5	1	6.574308	36	0	8	1	1	8	1	1	1	1	1	37	0.5501796	0	1.995972	189.0761	-144	155.4963	-135.7957
5	37.20778	Basic	2.311175	5	1	7.812851	36	0.8880605	4	0	0	4	0	0	1	1	1	34	0.5511503	0	3.302721	189.0761	36	145.2055	34.7896
6	43.89114	Basic	2.192419	5	1	6.683365	36	0	7	2	0	7	2	0	1	1	1	37	0.5849516	0	1.70981	189.0761	-162	178.9604	-163.0943
7	50.60803	Basic	2.221373	5	1	6.716885	36	0	8	0	0	8	0	0	1	1	1	37	0.5683026	0	1.817549	189.0761	-54.00001	136.4012	-59.08688
8	56.8494	Basic	2.236354	5	1	6.241371	36	0	8	0	0	8	0	0	1	1	1	38	0.5710813	0	1.151445	189.0761	1.001791E-05	150.4843	-1.742292
9	63.35104	Basic	2.285012	5	1	6.50164	36	0	7	2	0	7	2	0	1	1	1	37	0.550559	0	1.844715	189.0761	126	140.404	120.7726
