	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	4.40155	MultiSuits	2.400236	8	1	4.40155	0	0	4	0	0	4	0	0	1	1	1	36	0.5303557	0	2.21143	189.0761	26.99999	156.6258	17.53762
1	11.73356	MultiSuits	2.144285	8	1	7.332008	36	0	6	3	1	6	3	1	1	1	1	37	0.5846369	0	1.692347	189.0761	-108	134.2253	-102.3636
2	18.51179	MultiSuits	2.274056	8	1	6.77823	36	0	8	3	1	8	3	1	1	1	1	38	0.5507678	0	1.317809	189.0761	89.99999	145.003	100.5543
3	26.25776	MultiSuits	2.379736	8	1	7.745977	37	0	1	1	1	1	1	1	1	1	1	35	0.5345699	0	2.510813	189.0761	-71.99999	139.8192	-83.53963
4	32.87609	MultiSuits	2.28345	8	1	6.618322	36	0	1	1	1	1	1	1	1	1	1	38	0.5509467	0	1.404776	189.0761	117	128.3259	115.6729
5	40.14133	MultiSuits	2.336282	8	1	7.26524	36	0	6	2	0	6	2	0	1	1	1	37	0.5463414	0	1.936638	189.0761	-36	202.1057	-30.86858
6	47.38103	MultiSuits	2.327182	8	1	7.2397	36	0	5	2	0	5	2	0	1	1	1	36	0.5512159	0	2.121749	189.0761	162	164.9413	172.2853
7	55.30292	MultiSuits	2.30746	8	1	7.921894	36	0	5	1	1	5	1	1	1	1	1	35	0.5529658	0	2.641509	189.0761	45	146.3681	33.00444
8	62.8892	MultiSuits	2.260183	8	1	7.586281	36	0	7	2	0	7	2	0	1	1	1	37	0.5533366	0	1.957551	189.0761	-27	191.6454	-21.04016
