	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	4.228075	Basic	2.393672	4	1	4.228075	0	0	0	3	1	0	3	1	1	1	1	36	0.5338699	0	2.059672	189.0761	108	155.3408	124.6602
1	10.70688	Basic	2.220164	4	1	6.478802	36	0	4	1	1	4	1	1	1	1	1	37	0.575808	0	1.914857	189.0761	162	167.2877	176.0628
2	16.43132	Basic	2.256368	4	1	5.724443	36	0	2	1	1	2	1	1	1	1	1	38	0.5632677	0	1.109415	189.0761	-180	177.6115	-179.1841
3	23.10721	Basic	2.402676	4	1	6.675886	37	0	1	1	1	1	1	1	1	1	1	36	0.5335686	0	2.44307	189.0761	144	162.3711	143.0717
4	29.85629	Basic	2.309123	4	1	6.749086	36	0	8	0	0	8	0	0	1	1	1	36	0.5515416	0	2.023305	189.0761	-18	150.8789	-12.5807
5	35.40594	Basic	2.294968	4	1	5.549648	36	0	6	3	1	6	3	1	1	1	1	38	0.551994	0	1.120434	189.0761	-162	153.8319	-162.4389
6	43.44834	Basic	2.36077	4	1	8.0424	36	0.7119843	5	2	0	5	2	0	1	1	1	33	0.5323974	0	3.647944	189.0761	89.99999	142.1587	101.1931
7	49.75013	Basic	2.227236	4	1	6.301792	36	0	9	3	1	9	3	1	1	1	1	37	0.5657737	0	1.521834	189.0761	-71.99999	171.6344	-76.65388
8	55.95768	Basic	2.259967	4	1	6.207546	36	0	7	3	1	7	3	1	1	1	1	37	0.5632689	0	1.51302	189.0761	-18	144.3969	-9.299969
9	63.71288	Basic	2.285914	4	1	7.755203	36	0.189264	6	3	1	6	3	1	1	1	1	35	0.7016391	0	2.852354	189.0761	54	143.7965	60.95548
