	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	3.552325	MultiSuits	2.456594	6	1	3.552325	0	0	9	3	1	9	3	1	1	1	1	38	0.5097076	0	1.029203	189.0761	-12	159.2377	-2.464016
1	9.010174	MultiSuits	2.735399	6	1	5.457849	38	0	1	0	0	1	0	0	1	1	1	37	0.4665055	0	1.541818	189.0761	-47.99999	187.8409	-49.54103
2	15.18601	MultiSuits	2.607245	6	1	6.175834	37	0	9	2	0	9	2	0	1	1	1	37	0.4922946	0	1.582753	189.0761	108	140.8658	105.709
3	20.85163	MultiSuits	2.557704	6	1	5.665618	37	0	7	2	0	7	2	0	1	1	1	38	0.5013037	0	1.476842	189.0761	54	138.146	57.69092
4	26.45511	MultiSuits	2.546173	6	1	5.603483	37	0	9	2	0	9	2	0	1	1	1	38	0.5054427	0	1.009098	189.0761	89.99999	148.2041	97.15897
5	32.242	MultiSuits	2.586029	6	1	5.786896	37	0	7	1	1	7	1	1	1	1	1	37	0.4843951	0	1.651937	189.0761	-168	179.7092	-178.5157
6	38.79368	MultiSuits	2.559029	6	1	6.551678	37	0	1	2	0	1	2	0	1	1	1	37	0.5022187	0	1.878099	189.0761	54	144.591	45.73725
7	45.75258	MultiSuits	2.523589	6	1	6.9589	37	0	4	1	1	4	1	1	1	1	1	35	0.5023134	0	2.612062	189.0761	-71.99999	159.1483	-59.33292
8	53.09773	MultiSuits	2.451137	6	1	7.34515	37	0	5	0	0	5	0	0	1	1	1	36	0.5173107	0	2.483694	189.0761	150	160.9439	145.6399
9	59.57335	MultiSuits	2.401916	6	1	6.475616	37	0	2	3	1	2	3	1	1	1	1	38	0.5371069	0	1.497178	189.0761	-30.00001	191.4186	-30.98095
