	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	3.256568	MultiSuits	2.335912	5	1	3.256568	0	0	2	0	0	2	0	0	1	1	1	39	0.5404236	0	0.8974528	189.0761	-18	176.6177	-8.299106
1	8.991011	MultiSuits	2.801274	5	1	5.734443	39	0	3	1	1	3	1	1	1	1	1	37	0.447301	0	1.888971	189.0761	17.99999	152.8948	18.83784
2	15.01153	MultiSuits	2.553394	5	1	6.020521	38	0	1	0	0	1	0	0	1	1	1	37	0.5015709	0	1.546898	189.0761	-90	173.3271	-91.92469
3	20.91591	MultiSuits	2.52778	5	1	5.904383	37	0	5	0	0	5	0	0	1	1	1	37	0.5003787	0	1.680146	189.0761	-180	179.1097	-177.4923
4	27.45664	MultiSuits	2.498317	5	1	6.540726	37	0	8	3	1	8	3	1	1	1	1	36	0.5135676	0	2.061026	189.0761	72.00002	132.0771	74.88125
5	33.17123	MultiSuits	2.442551	5	1	5.714586	37	0	4	0	0	4	0	0	1	1	1	38	0.5171449	0	1.437727	189.0761	-54.00001	224.2873	-53.16121
6	39.18056	MultiSuits	2.457315	5	1	6.009338	37	0	7	3	1	7	3	1	1	1	1	38	0.5135703	0	1.443878	189.0761	-18	169.8786	-6.615346
7	45.12971	MultiSuits	2.467422	5	1	5.949146	37	0	2	3	1	2	3	1	1	1	1	38	0.5195959	0	1.29722	189.0761	36	138.221	35.62515
8	51.15219	MultiSuits	2.484168	5	1	6.02248	37	0	7	2	0	7	2	0	1	1	1	37	0.5178586	0	1.522246	189.0761	-126	167.9862	-118.1507
9	57.86398	MultiSuits	2.484691	5	1	6.711784	37	0	6	2	0	6	2	0	1	1	1	36	0.5138728	0	2.092546	189.0761	90	143.6455	93.98609
