	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	3.842013	MultiSuits	2.54011	8	1	3.842013	0	0.7574868	5	1	1	5	1	1	1	1	1	38	0.4970008	0	1.402152	189.0761	-180	201.3374	172.9989
1	10.14346	MultiSuits	2.548924	8	1	6.301442	38	0	1	3	1	1	3	1	1	1	1	38	0.4970008	0	1.42821	189.0761	-162	169.0611	-167.5408
2	15.92834	MultiSuits	2.542409	8	1	5.784885	38	0	7	2	0	7	2	0	1	1	1	38	0.4970008	0	1.174732	189.0761	-80.99999	146.2343	-89.59074
3	22.01305	MultiSuits	2.582484	8	1	6.084713	38	0	9	3	1	9	3	1	1	1	1	38	0.4970091	0	1.047928	189.0761	162	171.8194	158.8262
4	27.91744	MultiSuits	2.618372	8	1	5.904387	38	0	4	3	1	4	3	1	1	1	1	37	0.4804344	0	1.625852	189.0761	-62.99999	163.4864	-70.94669
5	33.28758	MultiSuits	2.582113	8	1	5.370142	37	0	2	0	0	2	0	0	1	1	1	39	0.4970012	0	0.8828633	189.0761	-80.99999	137.8896	-83.44382
6	39.1489	MultiSuits	2.619855	8	1	5.861313	38	0	1	1	1	1	1	1	1	1	1	38	0.4907842	0	1.084267	189.0761	63	157.1362	69.78568
7	45.01185	MultiSuits	2.632428	8	1	5.862957	38	0	1	1	1	1	1	1	1	1	1	38	0.48469	0	1.061239	189.0761	135	146.3194	143.8632
8	51.03332	MultiSuits	2.643297	8	1	6.021465	38	0	8	1	1	8	1	1	1	1	1	38	0.4804346	0	1.492314	189.0761	90	141.4389	99.93863
9	57.0596	MultiSuits	2.627802	8	1	6.026283	38	0	2	0	0	2	0	0	1	1	1	38	0.4804349	0	1.472426	189.0761	-162	166.4939	-153.9445
10	62.57349	MultiSuits	2.616401	8	1	5.513885	38	0	7	2	0	7	2	0	1	1	1	38	0.4850515	0	1.222218	189.0761	54	144.7804	52.09446
