	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	3.665628	MultiSuits	2.465826	5	1	3.665628	0	0	7	1	1	7	1	1	1	1	1	38	0.5135676	0	1.260818	189.0761	-162	166.9713	-169.3948
1	9.149871	MultiSuits	2.619591	5	1	5.484242	38	0	5	1	1	5	1	1	1	1	1	38	0.6832768	0	1.194424	189.0761	-53.99998	183.8155	-38.62949
2	14.5547	MultiSuits	2.636189	5	1	5.404829	38	0	9	1	1	9	1	1	1	1	1	38	0.4852762	0	1.241586	189.0761	-71.99999	154.3251	-85.11565
3	20.65752	MultiSuits	2.633862	5	1	6.102824	38	0	5	2	0	5	2	0	1	1	1	36	0.4836766	0	2.102474	189.0761	108	158.8883	113.9245
4	26.17175	MultiSuits	2.525087	5	1	5.514231	37	0	8	3	1	8	3	1	1	1	1	38	0.500526	0	1.083933	189.0761	90	184.0694	101.9847
5	31.54718	MultiSuits	2.561677	5	1	5.375429	37	0	0	2	0	0	2	0	1	1	1	38	0.500541	0	1.307805	189.0761	144	159.8888	143.2973
6	38.4553	MultiSuits	2.567413	5	1	6.908115	37	1.931311	2	0	0	2	0	0	1	1	1	35	0.4972503	0	2.542782	189.0761	-18	164.1355	-23.61171
7	43.99556	MultiSuits	2.483298	5	1	5.540257	37	0	0	1	1	0	1	1	1	1	1	38	0.5095888	0	1.341743	189.0761	144	162.846	158.8641
8	50.13736	MultiSuits	2.495277	5	1	6.1418	37	0	5	3	1	5	3	1	1	1	1	37	0.5138218	0	1.559526	189.0761	-36	189.4546	-34.44873
9	56.36338	MultiSuits	2.492495	5	1	6.226021	37	0	9	1	1	9	1	1	1	1	1	36	0.5015824	0	2.046437	189.0761	-90	178.484	-82.08693
10	61.82978	MultiSuits	2.465924	5	1	5.466408	37	0	7	1	1	7	1	1	1	1	1	38	0.5136437	0	1.151208	189.0761	162	160.5934	171.7874
