	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	4.318074	Basic	2.5288	4	1	4.318074	0	0.3351456	3	0	0	3	0	0	1	1	1	36	0.5019488	0	2.047517	189.0761	108	168.954	112.7408
1	11.7339	Basic	2.226242	4	1	7.415822	36	0	0	1	1	0	1	1	1	1	1	37	1.662452	0	1.747804	189.0761	162	175.6796	155.9754
2	17.85012	Basic	2.30117	4	1	6.116227	36	0	3	1	1	3	1	1	1	1	1	37	0.6133111	0	1.544475	189.0761	-126	137.7548	-126.9355
3	23.73285	Basic	2.360034	4	1	5.882723	36	0	9	0	0	9	0	0	1	1	1	38	0.5332596	0	1.379693	189.0761	0	195.1323	-12.36138
4	29.18355	Basic	2.410064	4	1	5.450706	37	0	3	1	1	3	1	1	1	1	1	39	0.5336567	0	0.915361	189.0761	-90	157.5387	-78.28387
5	35.06168	Basic	2.486515	4	1	5.878128	37	0	0	0	0	0	0	0	1	1	1	38	1.062943	0	1.244558	189.0761	144	165.6595	147.6666
6	40.64964	Basic	2.510049	4	1	5.587963	37	0	1	3	1	1	3	1	1	1	1	38	0.513725	0	1.242958	189.0761	-180	164.86	171.6362
7	46.58423	Basic	2.526974	4	1	5.934589	37	0	3	1	1	3	1	1	1	1	1	37	0.5003275	0	1.621662	189.0761	108	160.1735	118.9229
8	51.99913	Basic	2.515998	4	1	5.414902	37	0	0	2	0	0	2	0	1	1	1	38	0.4973411	0	1.380353	189.0761	162	177.7242	166.637
9	57.86296	Basic	2.520868	4	1	5.863831	37	0	2	2	0	2	2	0	1	1	1	37	0.497004	0	1.537008	189.0761	0	155.5931	2.425265
10	63.87837	Basic	2.516931	4	1	6.015408	37	0.2918753	2	0	0	2	0	0	1	1	1	37	0.7157918	0	1.704144	189.0761	-108	133.6884	-95.53577
