	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	11.55745	MultiSuits	2.510247	3	1	11.55745	0	0	2	2	0	2	2	0	1	1	1	36	1.663644	0	2.391251	189.0761	120	138.2504	121.8204
1	17.07288	MultiSuits	2.054375	3	1	5.515425	36	0	5	1	1	5	1	1	1	1	1	39	0.6188744	0	0.725615	189.0761	84	134.1805	81.53731
2	22.00928	MultiSuits	2.470783	3	1	4.936403	37	0	6	2	0	6	2	0	1	1	1	39	0.513568	0	0.9389558	189.0761	-138	141.6844	-140.7441
3	28.30881	MultiSuits	2.57403	3	1	6.299528	38	0	8	2	0	8	2	0	1	1	1	36	0.5015224	0	2.23476	189.0761	18	162.7864	5.295321
4	33.83245	MultiSuits	2.463677	3	1	5.523645	37	0	5	3	1	5	3	1	1	1	1	37	0.5135684	0	1.503314	189.0761	114	140.5459	116.111
5	39.88344	MultiSuits	2.470611	3	1	6.050987	37	1.227894	6	2	0	6	2	0	1	1	1	37	0.5135676	0	1.806728	189.0761	-71.99999	150.4282	-82.81541
6	47.17767	MultiSuits	2.449948	3	1	7.294228	37	0.08194801	3	3	1	3	3	1	1	1	1	34	0.5202646	0	3.2316	189.0761	-156	182.3303	-164.711
7	53.68444	MultiSuits	2.333413	3	1	6.506771	36	0	4	1	1	4	1	1	1	1	1	36	0.5470428	0	2.051512	189.0761	18	144.9566	9.215907
8	60.30054	MultiSuits	2.319767	3	1	6.616104	36	0	7	3	1	7	3	1	1	1	1	36	0.5467014	0	2.235827	189.0761	-108	137.2604	-104.5654
