	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	4.225986	Basic	2.474251	8	1	4.225986	0	0.6657207	3	1	1	3	1	1	1	1	1	37	0.5210935	0	1.698515	189.0761	162	172.9776	159.2268
1	12.09902	Basic	2.400742	8	1	7.873033	37	1.035024	3	2	0	3	2	0	1	1	1	35	0.5349618	0	2.898975	189.0761	63	140.9442	58.56797
2	19.07304	Basic	2.100627	8	1	6.974025	36	0	1	3	1	1	3	1	1	1	1	38	0.5964012	0	1.084779	189.0761	-80.99999	152.1253	-80.45815
3	24.78776	Basic	2.302955	8	1	5.714712	36	0	1	3	1	1	3	1	1	1	1	39	0.5524309	0	0.7527009	189.0761	-153	182.5278	-162.7603
4	30.53549	Basic	2.445629	8	1	5.74773	37	0	2	0	0	2	0	0	1	1	1	38	0.516651	0	1.08244	189.0761	-90	156.1901	-78.78465
5	36.10365	Basic	2.498259	8	1	5.568167	37	0	4	1	1	4	1	1	1	1	1	38	0.50101	0	1.092969	189.0761	-117	146.8034	-120.4321
6	42.01448	Basic	2.532468	8	1	5.910831	37	0	6	1	1	6	1	1	1	1	1	39	0.6323797	0	0.9550523	189.0761	-80.99999	150.0495	-78.83575
7	48.13702	Basic	2.566755	8	1	6.122532	37	0	2	3	1	2	3	1	1	1	1	38	0.5014931	0	1.286187	189.0761	45	166.0371	38.84278
8	55.49295	Basic	2.571774	8	1	7.355934	37	0	2	2	0	2	2	0	1	1	1	36	0.4863377	0	2.318932	189.0761	-162	161.9178	-169.9399
9	62.12455	Basic	2.518303	8	1	6.631599	37	0.1371751	5	1	1	5	1	1	1	1	1	37	0.5016341	0	1.793681	189.0761	72	170.1042	79.81061
