	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	6.91484	CountSuits	2.618445	3	1	6.91484	0	0	0	2	0	0	2	0	1	1	1	35	1.24971	0	2.615249	189.0761	-138	153.323	-141.3771
1	13.3122	CountSuits	2.118445	3	1	6.397361	35	0	9	1	1	9	1	1	1	1	1	37	0.5966416	0	1.624015	189.0761	-18	161.7838	-22.78755
2	19.32017	CountSuits	2.190184	3	1	6.007971	36	0	1	1	1	1	1	1	1	1	1	37	0.5837734	0	1.50625	189.0761	84	149.8682	86.97386
3	26.08853	CountSuits	2.292414	3	1	6.768356	36	0	3	0	0	3	0	0	1	1	1	36	0.550797	0	2.345457	189.0761	-120	144.437	-126.7109
4	32.63475	CountSuits	2.238628	3	1	6.546223	36	0	5	2	0	5	2	0	1	1	1	37	0.5686436	0	1.907291	189.0761	18	156.8835	27.57834
5	39.71601	CountSuits	2.250174	3	1	7.081261	36	0	6	3	1	6	3	1	1	1	1	36	0.8472332	0	2.188898	189.0761	18	162.1788	19.00244
6	45.96542	CountSuits	2.234403	3	1	6.249413	36	0	2	1	1	2	1	1	1	1	1	37	0.5705475	0	1.607631	189.0761	-18	182.9972	-14.32476
7	51.48632	CountSuits	2.264658	3	1	5.520893	36	0	4	3	1	4	3	1	1	1	1	38	0.5534336	0	1.050645	189.0761	0	163.0765	-7.704814
8	57.72828	CountSuits	2.32216	3	1	6.241959	36	0	2	1	1	2	1	1	1	1	1	37	0.7657696	0	1.548439	189.0761	-36	167.4289	-26.61934
9	63.74297	CountSuits	2.339229	3	1	6.01469	36	0	9	2	0	9	2	0	1	1	1	37	0.546932	0	1.78246	189.0761	-102	137.5468	-104.4339
