	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	3.474469	CountSuits	2.494414	6	1	3.474469	0	0	7	1	1	7	1	1	1	1	1	38	0.5084101	0	1.454584	189.0761	89.99999	146.0197	103.0087
1	9.458904	CountSuits	2.522708	6	1	5.984435	38	0	0	2	0	0	2	0	1	1	1	37	0.4970008	0	1.74163	189.0761	54	138.3935	51.59594
2	15.97227	CountSuits	2.450946	6	1	6.513365	37	0	8	3	1	8	3	1	1	1	1	37	0.5189283	0	1.644135	189.0761	89.99999	139.1132	102.4856
3	23.16648	CountSuits	2.443275	6	1	7.194208	37	0	7	3	1	7	3	1	1	1	1	36	0.5135671	0	2.271967	189.0761	-108	169.3592	-117.2819
4	29.43213	CountSuits	2.36096	6	1	6.265648	37	0	0	0	0	0	0	0	1	1	1	38	0.535111	0	1.206108	189.0761	168	175.4656	171.3831
5	36.2972	CountSuits	2.418158	6	1	6.86507	37	0	7	0	0	7	0	0	1	1	1	36	0.5253324	0	2.029124	189.0761	-12	201.9362	-3.052089
6	42.69345	CountSuits	2.387704	6	1	6.396259	37	0	5	0	0	5	0	0	1	1	1	38	0.5352716	0	1.409264	189.0761	54	178.5627	41.05222
7	49.57673	CountSuits	2.410228	6	1	6.88327	37	0	7	0	0	7	0	0	1	1	1	36	0.5301346	0	2.084487	189.0761	-90	139.1558	-107.1929
8	56.42978	CountSuits	2.384919	6	1	6.85305	37	0	7	2	0	7	2	0	1	1	1	37	0.5358566	0	1.955853	189.0761	12	190.3771	7.374552
9	64.3808	CountSuits	2.37238	6	1	7.951023	37	0	1	0	0	1	0	0	1	1	1	38	2.32582	0	1.143314	189.0761	54	186.1197	49.04983
