	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	3.588548	Basic	2.470612	6	1	3.588548	0	0	2	2	0	2	2	0	1	1	1	38	0.5159208	0	1.385905	189.0761	-96	165.3261	-99.73743
1	10.05583	Basic	2.557047	6	1	6.467282	38	0	1	1	1	1	1	1	1	1	1	36	0.498883	0	2.104687	189.0761	-120	187.0732	-128.218
2	17.07014	Basic	2.377352	6	1	7.014305	37	0	0	0	0	0	0	0	1	1	1	37	0.8963138	0	1.647521	189.0761	78	172.048	85.04209
3	23.32764	Basic	2.393648	6	1	6.257507	37	0	3	0	0	3	0	0	1	1	1	37	0.5372486	0	1.602216	189.0761	0	171.1238	1.109423
4	31.01918	Basic	2.407459	6	1	7.69154	37	1.359713	8	3	1	8	3	1	1	1	1	35	0.5332497	0	2.743586	189.0761	102	150.4041	97.48779
5	38.21073	Basic	2.301609	6	1	7.191545	36	0	2	0	0	2	0	0	1	1	1	36	0.5515937	0	2.34141	189.0761	24	177.3594	13.98109
6	44.72787	Basic	2.264556	6	1	6.517139	36	0	7	2	0	7	2	0	1	1	1	38	0.5526148	0	1.390501	189.0761	-126	183.7514	-140.5487
7	51.496	Basic	2.306012	6	1	6.768131	36	0	4	0	0	4	0	0	1	1	1	36	0.5467014	0	2.033258	189.0761	12	180.2411	2.084118
8	57.91302	Basic	2.296932	6	1	6.417019	36	0	7	2	0	7	2	0	1	1	1	38	0.5468037	0	1.456715	189.0761	12	186.7786	9.300152
