	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	3.792414	MultiSuits	2.465429	5	1	3.792414	0	0	9	0	0	9	0	0	1	1	1	38	0.5170849	0	1.425645	189.0761	108	158.1307	102.7672
1	10.58109	MultiSuits	2.537178	5	1	6.78868	38	0.3084845	6	0	0	6	0	0	1	1	1	36	0.5005035	0	2.469596	189.0761	-53.99998	159.9702	-49.49239
2	17.58549	MultiSuits	2.27619	5	1	7.004396	37	0	5	3	1	5	3	1	1	1	1	36	0.5509099	0	2.439965	189.0761	36	150.0488	32.49875
3	24.00833	MultiSuits	2.194132	5	1	6.422834	36	0	1	3	1	1	3	1	1	1	1	38	0.5821996	0	1.467123	189.0761	-144	165.9391	-134.5703
4	29.89994	MultiSuits	2.274709	5	1	5.891615	37	0	4	1	1	4	1	1	1	1	1	38	0.5659916	0	1.307344	189.0761	18.00002	181.3151	8.355485
5	35.60675	MultiSuits	2.339033	5	1	5.70681	37	0	1	2	0	1	2	0	1	1	1	38	0.5492547	0	1.22185	189.0761	36	172.8797	28.23963
6	41.52784	MultiSuits	2.38904	5	1	5.921089	37	0	7	3	1	7	3	1	1	1	1	38	0.530135	0	1.258047	189.0761	-18	208.2011	-9.412587
7	47.22242	MultiSuits	2.422174	5	1	5.694576	37	0	7	0	0	7	0	0	1	1	1	38	0.5186734	0	1.141607	189.0761	72.00002	155.8341	79.64122
8	52.80228	MultiSuits	2.454301	5	1	5.579868	37	0	0	3	1	0	3	1	1	1	1	38	0.5171527	0	1.188233	189.0761	-180	169.3333	167.3669
9	58.61749	MultiSuits	2.476699	5	1	5.815201	37	0.7926251	9	2	0	9	2	0	1	1	1	38	0.5168866	0	1.398183	189.0761	90.00002	171.9429	98.1172
