	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	3.865068	MultiSuits	2.579059	7	1	3.865068	0	0	7	0	0	7	0	0	1	1	1	37	0.500766	0	1.839973	189.0761	-61.71427	159.7232	-61.71513
1	11.06949	MultiSuits	2.330014	7	1	7.204421	37	0	2	1	1	2	1	1	1	1	1	37	0.5516028	0	1.977499	189.0761	-146.5714	173.4316	-156.0131
2	17.60858	MultiSuits	2.295632	7	1	6.539087	37	0	6	0	0	6	0	0	1	1	1	37	0.5490341	0	1.557279	189.0761	-146.5714	194.4665	-165.0502
3	23.72619	MultiSuits	2.354208	7	1	6.117617	37	0	3	1	1	3	1	1	1	1	1	38	0.546703	0	1.148016	189.0761	0	177.2885	14.06367
4	30.71734	MultiSuits	2.434654	7	1	6.99115	37	0	8	3	1	8	3	1	1	1	1	36	0.521077	0	2.395926	189.0761	77.14288	148.4536	72.43149
5	36.72623	MultiSuits	2.358131	7	1	6.008892	37	0	1	3	1	1	3	1	1	1	1	38	0.5302531	0	1.101531	189.0761	144	175.5096	143.9602
6	44.13423	MultiSuits	2.414981	7	1	7.407993	37	0.07997095	7	3	1	7	3	1	1	1	1	35	0.5337606	0	2.675056	189.0761	-87.42857	160.9402	-83.79605
7	50.80412	MultiSuits	2.343194	7	1	6.669888	36	0	1	2	0	1	2	0	1	1	1	38	1.132556	0	1.30601	189.0761	146.5714	177.274	161.1294
8	56.85098	MultiSuits	2.374919	7	1	6.04686	37	0	5	3	1	5	3	1	1	1	1	38	0.5328704	0	1.329376	189.0761	18	159.2651	18.82418
9	64.65487	MultiSuits	2.398296	7	1	7.803894	37	0.239291	7	2	0	7	2	0	1	1	1	35	0.5303597	0	2.828097	189.0761	-43.71429	161.0044	-48.75681
