	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	3.876619	MultiSuits	2.48412	6	1	3.876619	0	0	2	0	0	2	0	0	1	1	1	38	0.5041206	0	1.392778	189.0761	78.00001	158.3636	68.45043
1	9.545506	MultiSuits	2.553611	6	1	5.668886	38	0	4	0	0	4	0	0	1	1	1	38	0.4970036	0	1.289258	189.0761	24.00001	161.8533	14.14373
2	15.66682	MultiSuits	2.579491	6	1	6.121312	38	0	4	3	1	4	3	1	1	1	1	37	0.5006393	0	1.795788	189.0761	-102	142.9893	-114.2924
3	21.55108	MultiSuits	2.503696	6	1	5.884263	37	0	4	0	0	4	0	0	1	1	1	38	0.5155512	0	1.40326	189.0761	-120	163.3451	-114.9073
4	27.38369	MultiSuits	2.514864	6	1	5.832609	37	0	7	1	1	7	1	1	1	1	1	37	0.5035834	0	1.597921	189.0761	42.00002	154.8649	34.06152
5	32.89006	MultiSuits	2.5021	6	1	5.506374	37	0	0	3	1	0	3	1	1	1	1	38	0.5135699	0	1.147895	189.0761	144	177.1678	154.0402
6	38.50633	MultiSuits	2.531092	6	1	5.616264	37	0	8	3	1	8	3	1	1	1	1	39	0.5003595	0	0.9864219	189.0761	120	180.8714	133.6368
7	43.80985	MultiSuits	2.563334	6	1	5.303524	37	0	1	1	1	1	1	1	1	1	1	38	0.4970013	0	1.130489	189.0761	102	149.5435	102.5231
8	49.47239	MultiSuits	2.578512	6	1	5.662533	37	0	6	1	1	6	1	1	1	1	1	38	0.5002935	0	1.1943	189.0761	138	163.9041	154.4464
9	55.05508	MultiSuits	2.586772	6	1	5.582691	37	0	2	0	0	2	0	0	1	1	1	38	0.4970044	0	1.050611	189.0761	-180	180.7931	174.8399
10	61.30082	MultiSuits	2.600564	6	1	6.245743	37	0	6	0	0	6	0	0	1	1	1	37	0.4970008	0	1.771981	189.0761	-102	164.3374	-95.7768
