	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	3.885285	CountSuits	2.450208	5	1	3.885285	0	0	0	2	0	0	2	0	1	1	1	38	0.5216191	0	1.456733	189.0761	17.99999	184.7359	1.929839
1	10.02565	CountSuits	2.521633	5	1	6.140362	38	0	3	1	1	3	1	1	1	1	1	37	0.5071042	0	1.780959	189.0761	144	156.6998	154.6112
2	16.18989	CountSuits	2.440577	5	1	6.164247	37	0	9	1	1	9	1	1	1	1	1	37	0.5200241	0	1.7586	189.0761	108	151.8885	116.8245
3	21.85659	CountSuits	2.417285	5	1	5.666698	37	0	2	0	0	2	0	0	1	1	1	38	0.5184377	0	1.138227	189.0761	89.99999	139.8721	78.26413
4	28.36013	CountSuits	2.483185	5	1	6.503542	37	0	7	3	1	7	3	1	1	1	1	36	0.5135676	0	2.19269	189.0761	54	137.2899	54.91542
5	34.55112	CountSuits	2.417279	5	1	6.19099	37	0	0	3	1	0	3	1	1	1	1	38	0.912989	0	1.084142	189.0761	36	185.2655	41.37979
6	40.24318	CountSuits	2.465721	5	1	5.692059	37	0	2	0	0	2	0	0	1	1	1	38	0.5209475	0	1.062563	189.0761	144	136.7217	153.8414
7	46.58725	CountSuits	2.501863	5	1	6.344067	37	0	6	3	1	6	3	1	1	1	1	37	0.5028492	0	1.976002	189.0761	-54.00001	175.1049	-35.69342
8	52.33184	CountSuits	2.47188	5	1	5.744591	37	0	1	1	1	1	1	1	1	1	1	38	0.5194064	0	1.227038	189.0761	36	172.9008	16.74294
9	57.94617	CountSuits	2.490169	5	1	5.61433	37	0	2	0	0	2	0	0	1	1	1	38	0.5055643	0	1.434773	189.0761	-144	183.7983	-135.1833
