	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	3.879177	MultiSuits	2.342062	8	1	3.879177	0	0	9	1	1	9	1	1	1	1	1	38	0.546703	0	1.329794	189.0761	0	183.4303	5.327445
1	10.04051	MultiSuits	2.585103	8	1	6.161333	38	0	7	0	0	7	0	0	1	1	1	38	0.4995063	0	1.439985	189.0761	-45.00001	172.018	-40.45432
2	16.32974	MultiSuits	2.557555	8	1	6.289234	38	0	5	3	1	5	3	1	1	1	1	37	0.5006599	0	1.906428	189.0761	99.00003	151.1394	106.8519
3	22.31956	MultiSuits	2.470632	8	1	5.989815	37	0	5	2	0	5	2	0	1	1	1	38	0.5135676	0	1.267846	189.0761	108	153.0101	122.5054
4	29.21878	MultiSuits	2.506994	8	1	6.899223	37	0	9	2	0	9	2	0	1	1	1	37	0.5137653	0	1.74011	189.0761	-45.00001	165.151	-32.03904
5	36.66479	MultiSuits	2.481584	8	1	7.446012	37	0	2	1	1	2	1	1	1	1	1	36	0.5058386	0	2.492902	189.0761	-62.99999	164.6923	-57.00666
6	43.95811	MultiSuits	2.401911	8	1	7.293312	37	0	3	3	1	3	3	1	1	1	1	36	0.5358958	0	2.487632	189.0761	108	143.7321	118.2297
7	50.10332	MultiSuits	2.345379	8	1	6.14521	37	0	8	2	0	8	2	0	1	1	1	38	0.5467018	0	1.379249	189.0761	-171	179.6286	-174.7748
8	57.35675	MultiSuits	2.372253	8	1	7.253437	37	0	5	2	0	5	2	0	1	1	1	37	0.532752	0	1.818268	189.0761	108	141.1533	117.3386
9	64.65299	MultiSuits	2.368766	8	1	7.296238	37	0	8	2	0	8	2	0	1	1	1	36	0.5346674	0	2.27094	189.0761	-153	176.387	-158.4476
