	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	3.597525	Basic	2.531962	5	1	3.597525	0	0	3	0	0	3	0	0	1	1	1	38	0.498563	0	1.350938	189.0761	72.00002	170.6461	68.62589
1	10.01265	Basic	2.574531	5	1	6.415126	38	0	0	2	0	0	2	0	1	1	1	37	0.8291753	0	1.639769	189.0761	-108	157.6751	-110.0976
2	15.4725	Basic	2.502323	5	1	5.459846	37	0	1	1	1	1	1	1	1	1	1	38	0.5157166	0	1.177251	189.0761	-162	211.0355	-156.9134
3	22.11667	Basic	2.55534	5	1	6.644175	37	0	4	1	1	4	1	1	1	1	1	36	0.5002414	0	2.381481	189.0761	90	155.3444	84.32294
4	28.76886	Basic	2.43132	5	1	6.652191	37	0	5	0	0	5	0	0	1	1	1	37	0.5163182	0	1.969993	189.0761	-18	164.6212	-14.57774
5	34.52995	Basic	2.398057	5	1	5.761091	37	0	3	1	1	3	1	1	1	1	1	39	0.9792074	0	0.9920571	189.0761	89.99999	190.7314	86.49011
6	39.90263	Basic	2.457376	5	1	5.372681	37	0	1	1	1	1	1	1	1	1	1	38	0.5135676	0	1.03692	189.0761	36	217.6825	29.22143
7	45.3463	Basic	2.496542	5	1	5.443668	37	0	9	1	1	9	1	1	1	1	1	38	0.5654294	0	1.096811	189.0761	144	163.4045	148.119
8	51.8478	Basic	2.522174	5	1	6.501495	37	0	5	0	0	5	0	0	1	1	1	36	0.5008573	0	2.266752	189.0761	-71.99999	173.9544	-68.18584
9	58.11216	Basic	2.477113	5	1	6.264366	37	0	1	2	0	1	2	0	1	1	1	37	0.5191909	0	1.675789	189.0761	-90	170.076	-93.34431
