	Game								Objective			Choice			Points				Time To			Objective Pos		Choice Pos	
Choice	Time	Mode	Speed	N cards	Match	Turn Time	Precision	Choice changed	Value	Suit	Color	Value	Suit	Color	Value	Suit	Color	Total	Play	Memorize	Choose	Magnitude	Angle	Magnitude	Angle
0	3.055159	MultiSuits	2.579584	4	1	3.055159	0	0	3	3	1	3	3	1	1	1	1	38	0.4849825	0	1.038913	189.0761	144	162.2756	153.042
1	9.09902	MultiSuits	2.730544	4	1	6.043861	38	0	2	1	1	2	1	1	1	1	1	36	0.4641485	0	2.113036	189.0761	90	168.9805	94.19753
2	14.677	MultiSuits	2.462013	4	1	5.577985	37	0	6	0	0	6	0	0	1	1	1	38	0.5164493	0	1.456551	189.0761	54	154.9514	64.24608
3	19.91454	MultiSuits	2.481917	4	1	5.237535	37	0	4	2	0	4	2	0	1	1	1	38	0.5140014	0	1.142717	189.0761	108	189.7154	122.0561
4	25.52773	MultiSuits	2.531098	4	1	5.613194	37	0	6	3	1	6	3	1	1	1	1	38	0.5008577	0	1.493251	189.0761	-108	162.7829	-117.1627
5	32.12142	MultiSuits	2.525553	4	1	6.593689	37	0	6	1	1	6	1	1	1	1	1	36	0.5001704	0	2.363497	189.0761	54	144.9886	51.57587
6	37.72626	MultiSuits	2.449336	4	1	5.604843	37	0	6	2	0	6	2	0	1	1	1	38	0.5167987	0	1.14201	189.0761	-18	167.6574	-17.66722
7	44.35471	MultiSuits	2.482145	4	1	6.628448	37	0	6	0	0	6	0	0	1	1	1	37	1.278574	0	1.66232	189.0761	18	184.551	14.85569
8	49.8636	MultiSuits	2.474231	4	1	5.508888	37	0	0	0	0	0	0	0	1	1	1	38	0.5138261	0	1.191642	189.0761	0	184.0339	7.303897
9	55.43281	MultiSuits	2.494226	4	1	5.56921	37	0	9	1	1	9	1	1	1	1	1	38	0.5173131	0	1.458423	189.0761	-71.99999	141.5444	-70.76584
10	61.90434	MultiSuits	2.496882	4	1	6.471531	37	0	0	3	1	0	3	1	1	1	1	36	0.5167542	0	2.198213	189.0761	72	169.0351	84.03573
